"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"539","Emil Bemstrom","CBJ, PIT","C, R","56","545.56666666667","9.7422619047619","-6.45","-3.72","-1.20","-4.33","-3.95","-0.24","-2.67","-2.13","-0.50","-0.78","-0.76","-0.95","-0.62","-0.44","-2.19","-5.52","-3.95","-1.77","-3.57","-1.92","-4.62","-0.72","-0.26","-10.62","-2.61","-2.71","-0.05","-0.32","-0.11","-5.71","-2","-3.09","0.56","0.26","-0.62","30.05","8.24","90.87","0.991","8.8","10.89","7.04","53.34","55.56","17.93","16.61","15.62","53.44"
"285","Dakota Mermis","MIN","D","47","601.4","12.795744680851","-1.75","-3.74","0.84","-0.49","-2.53","1.23","-1.38","-1.34","-0.09","-0.64","-0.87","1.95","-0.18","0.02","-2.12","0.09","-0.79","0.85","-0.95","-0.12","-2.12","-0.84","-0.47","-11.32","1.38","-0.9","2.73","-0.1","-0.07","-0.21","-2.59","-9.78","3.45","0.4","-0.49","32.48","7.95","92.42","1.004","4.49","9.78","4.89","56.07","47.87","14.47","15.46","12.37","53.90"
"426","Auston Matthews","TOR","C","81","1241.1833333333","15.323251028807","8.64","-3.74","5.03","6.67","-4.38","6.35","2.45","-3.82","5.49","1.41","0.04","10.67","0.61","-0.19","7.30","8.29","-0.55","7.27","4.24","-0.76","9.64","0.91","-0.27","17.71","5.4","0.27","5.52","0.62","0.53","-1.54","4.55","-4.19","4.37","0.06","-0.13","7.14","12.09","89.71","1.018","9.43","14.36","6.09","41.19","60.75","20.83","21.8","14.65","58.72"
"176","Vladislav Namestnikov","WPG","C","78","891.48333333333","11.429273504274","0.11","-3.76","1.72","1.19","-3.4","2.77","0.97","-1.24","1.88","0.5","0.43","-0.98","-0.07","-0.2","1.44","-1.76","-3.23","1.61","-0.77","-1.24","1.19","-0.09","0.25","-6.85","-1.32","-2.65","1.92","0.36","-0.08","10.12","-0.33","-3.92","1.88","0.46","0.35","-3.64","9.78","92.23","1.020","10.77","10.57","5.72","48.05","65.31","18.98","15.55","13.06","59.24"
"553","Parker Kelly","OTT","L","80","742.31666666667","9.2789583333333","-6.81","-3.76","-1.29","-6.71","-4.64","-1.16","-5.09","-3.19","-1.71","-1.05","-0.24","-9.82","-0.73","-0.44","-3.55","-5.56","-3.98","-1.89","-2.21","-1.65","-1.65","-0.37","-0.23","-3.27","-4.47","-3.11","-2.04","-1.14","-0.28","-38.91","-5.74","-2.43","-1.61","0.25","0.29","1.83","6.60","89.43","0.960","7.44","12.45","6.71","63.69","52.57","15.28","18.35","15.52","49.61"
"578","Rasmus Kupari","WPG","C","28","225.88333333333","8.0672619047619","-14.96","-3.76","-5.08","-12.96","-3.4","-6.09","-10.75","-1.7","-8.50","-1.92","-0.2","-26.82","-1.03","-0.48","-6.74","-8.88","-3.31","-6.36","-5.02","0.66","-15.92","-1.04","-0.62","-12.73","-5.14","-5.3","1.26","-0.44","0.41","-30.00","-14.48","-0.41","-7.32","-0.78","0.15","-76.92","3.66","93.20","0.969","10.09","14.61","8.77","49.41","53.52","16.2","20.72","16.73","49.19"
"744","James Malatesta","CBJ","L","11","107.51666666667","9.7742424242424","-14.81","-3.76","-5.72","-10.19","-4.17","-4.88","-8.8","-3.85","-5.93","-0.43","-0.14","-3.17","-0.46","0.29","-7.30","-2.38","1.93","-3.96","-0.45","5.03","-7.43","0.18","0.08","3.16","-2.58","-4.14","1.65","0.42","-0.5","20.51","-22.84","-15.46","-6.30","-1.35","0.23","-70.00","10.81","91.53","1.023","5.58","8.37","5.02","53.57","52.63","10.6","12.28","15.63","40.43"
"684","Lucas Raymond","DET","L","82","1128.45","13.761585365854","6.99","-3.78","4.63","4.94","-2.13","4.28","2.78","-0.73","3.12","0.47","0.88","-3.04","0.2","-0.06","2.71","2.7","-1.37","3.91","0.87","0.45","1.38","0.16","0.18","0.30","2.44","-2.43","5.49","0.46","0.72","-3.66","6.43","-1.24","3.87","-0.07","0.23","-11.65","10.54","88.52","0.991","9.25","15.47","11.59","43.81","44.39","16.8","19.83","21.27","44.13"
"765","Zach Benson","BUF","L","71","886.48333333333","12.485680751174","3.26","-3.78","3.04","2.16","-3.21","3.22","2.09","-1.13","2.76","-0.25","0.3","-5.61","0.16","-0.27","4.23","2.66","-0.99","3.34","0.86","-0.55","3.24","0.18","0.22","0.06","2.41","-0.58","3.35","-0.22","0.58","-18.57","2.59","-7.61","5.37","-0.34","-0.51","9.32","7.59","90.43","0.980","10.63","12.12","7.51","44.54","58.58","16.51","15.7","14.55","53.16"
"554","Pius Suter","VAN","C","67","807.8","12.05671641791","1.49","-3.79","2.44","0.2","-3.35","2.33","-0.5","-2.8","2.24","-0.06","-0.8","9.64","0.06","-0.23","3.07","3.1","-2.89","5.87","1.66","-1.52","7.00","-0.07","-0.24","4.53","1.93","-1.82","4.96","-0.01","-0.61","20.95","-3.42","0.83","-2.23","0.03","-0.15","8.48","10.83","93.96","1.048","9.06","11.22","8.39","52.81","51.91","16.34","16.93","16.56","49.66"
"601","Jonatan Berggren","DET","R","12","120.65","10.054166666667","-6.43","-3.81","-1.90","0.47","-3.35","1.93","3.51","-3.28","5.68","1.58","0.12","11.70","-0.24","-0.35","-0.17","-5.65","-5.67","-2.08","0.29","-2.62","5.34","0.56","-0.51","18.18","-7.92","-4.06","-7.10","-0.27","1.36","-16.43","-5.56","3.24","-4.70","1.77","-0.58","60.00","14.55","87.88","1.024","7.96","16.91","9.95","49.23","44.44","12.43","21.88","19.39","39.06"
"538","Jacob Bryson","BUF","D","36","480.63333333333","13.350925925926","-7.66","-3.83","-1.81","-4.81","-4.15","-0.59","-3.62","-2.1","-1.38","-0.98","-0.52","-2.92","-0.09","-0.53","4.28","-3.85","-2.55","-1.54","0.32","-2.61","6.46","-0.38","-0.55","4.76","-5.56","0.08","-6.87","-0.86","-0.2","-8.18","-6.76","-4.85","-1.20","0.05","0.25","-8.82","8.17","93.49","1.017","6.99","12.73","9.74","51.68","41.79","12.98","16.98","17.35","42.80"
"330","William Lagesson","ANA, TOR","D","40","528.91666666667","13.222916666667","-3.16","-3.86","0.24","-3.19","-5.66","1.46","-2.93","-5.12","2.02","-0.97","-1.16","2.22","-0.39","-0.59","1.88","-4.26","-3.96","-0.36","-2.74","-1.85","-2.06","-0.69","-0.08","-10.28","-2.02","-2.82","0.83","-0.24","-1.04","22.50","-5.16","-6.89","0.86","-0.15","-0.45","11.90","7.30","92.76","1.001","5.22","11.12","6.13","62.28","46.00","12.25","16.22","11.68","51.18"
"54","Erik Karlsson","PIT","D","82","1588.6333333333","19.373577235772","10.77","-3.9","5.76","7.2","-0.94","4.42","5.92","-1.04","5.44","0.19","-0.01","1.84","0.52","-0.07","5.16","6.81","-0.68","6.20","3.5","-0.75","8.45","0.11","-0.08","3.39","4.41","0.09","4.61","-0.01","0.09","-3.27","9.62","-2.04","5.44","0.12","-0.06","5.19","8.01","91.06","0.991","8.46","11.37","7.48","42.07","53.08","21.34","19.11","18.2","53.96"
"213","Jordan Martinook","CAR","L","82","1053.4833333333","12.847357723577","3.35","-3.9","3.07","-0.51","-4.46","2.85","-1.6","-3.79","2.60","-0.31","0.48","-8.22","-0.07","-0.49","5.24","1.65","-3.92","5.74","1.92","-1.99","9.08","0.03","0.37","-7.32","-0.36","-2.57","3.44","-0.36","-0.07","-8.84","1.34","2.03","-0.67","-0.1","0.22","-18.97","7.44","88.61","0.960","9.63","20.22","11.5","39.18","45.55","18.45","25.4","22.33","45.25"
"48","Drew Doughty","L.A","D","82","1554.5833333333","18.958333333333","-1.52","-3.92","1.21","-1.95","-3.46","1.22","-2.09","-3.11","1.35","-0.32","-0.79","6.22","-0.09","-0.14","0.73","-1.69","-1.35","-0.12","-0.34","-0.57","0.71","-0.45","-0.32","-1.63","-1.8","-1.04","-0.66","0.07","-0.39","13.92","-2.26","-1.37","-0.29","0.11","-0.26","16.43","7.55","93.03","1.006","6.02","12.39","8.8","34.47","40.63","17.45","19.92","17.87","49.40"
"172","Joel Armia","MTL","R","66","781.55","11.841666666667","1.75","-3.95","2.31","1.48","-3.58","2.94","1.8","-2.56","3.75","0.14","-0.19","3.22","0.08","-0.36","4.02","1.85","-3.27","4.55","0.31","-0.97","2.76","0.29","-0.15","7.86","2.05","-3.06","5.80","-0.14","-0.24","1.16","-0.04","-1.8","0.84","0.01","0.2","-8.00","9.19","91.49","1.007","7.83","10.67","7.75","49.13","50.25","15.43","16.35","16.58","48.20"
"377","Roope Hintz","DAL","C","80","997.46666666667","12.468333333333","7.2","-4.03","4.53","4.37","-3.58","4.61","2.8","-3.77","5.77","0.85","0.08","5.91","0.28","-0.26","5.42","3.72","-3.5","6.58","1.69","-1.74","8.06","0.25","-0.13","6.69","2.7","-2.35","5.63","0.64","0.54","-2.50","9.51","1.47","3.44","0.19","-0.27","24.16","10.83","90.12","1.009","12.63","13.9","11.07","44.45","53.30","24.36","20.51","21.72","52.87"
"769","Uvis Balinskis","FLA","D","26","339.66666666667","13.064102564103","-6.31","-4.06","-0.60","-4.82","-0.33","-2.61","-2.46","0.6","-2.55","-0.63","-0.64","1.71","-0.57","-0.05","-5.17","-4.87","1.38","-5.93","-3.49","1.56","-11.55","-0.24","-0.35","3.19","-1.84","-0.23","-1.88","-0.21","-0.5","19.44","-2.18","-11.74","5.79","-0.34","0.11","-26.67","5.99","94.87","1.009","8.48","12.01","7.6","51.76","52.75","18.9","19.25","13.6","58.15"
"28","Claude Giroux","OTT","R","82","1154.25","14.076219512195","9.64","-4.07","5.55","6.62","-1.8","4.78","4.79","-0.92","4.67","0.29","0.69","-2.77","0.5","0.08","3.94","5.09","-1.84","6.21","2.5","0.35","4.74","0.53","0.28","4.40","3.46","-2.92","7.23","-0.07","-0.13","0.72","6.78","-3.27","4.85","-0.26","0.73","-34.55","8.13","88.02","0.961","9.15","12.94","9.04","50.32","50.29","19.18","19.81","18.51","50.90"
"238","Tyler Motte","T.B","C","69","694.18333333333","10.060628019324","-9.2","-4.08","-2.32","-7.22","-4.33","-1.89","-6.09","-3.36","-2.95","-1.58","-0.75","-13.24","-0.66","-0.35","-3.90","-6.65","-4.14","-2.51","-2.53","-1.7","-2.07","-0.7","-0.09","-14.09","-5.5","-3.24","-2.80","-0.72","-0.32","-15.66","-7.9","-3.26","-2.50","-0.5","-0.57","-9.85","5.49","91.03","0.965","6.31","15.38","8.12","50.13","43.71","10.98","21.09","16.16","40.45"
"457","Jesper Bratt","N.J","L","82","1124.5833333333","13.714430894309","13.2","-4.11","6.96","9.69","-1.29","6.13","6.99","0.09","5.54","1.46","0.1","11.49","0.85","0","7.15","10.5","-1.81","10.44","3.86","0.06","7.75","0.39","0.15","3.76","8.85","-2.48","12.41","1.31","-0.02","26.71","7.33","-1.75","4.28","0.13","-0.04","7.62","10.77","90.16","1.009","12.64","16.54","9.44","48.34","57.25","21.18","22.3","17.55","54.68"
"80","Calvin de Haan","T.B","D","59","849.05","14.390677966102","-0.78","-4.12","1.52","-2.81","-5.11","1.56","-1.59","-4.52","2.64","-0.8","-0.31","-5.25","-0.08","-0.37","3.05","1.97","-2.88","4.65","0.75","-1.33","5.03","-0.11","-0.01","-1.55","1.62","-2.06","4.39","-0.46","-0.18","-8.41","-10.35","-2.73","-4.29","-0.5","-0.34","-15.15","8.15","89.08","0.972","4.66","13.99","7.14","51.66","39.52","10.67","20.35","16.18","39.74"
"305","Dylan Larkin","DET","C","68","954.66666666667","14.039215686275","12.43","-4.12","7.10","10.59","-1.62","7.34","6.51","0.87","5.03","0.83","0.55","2.13","0.36","0.1","2.84","4.08","-1.57","5.48","-0.35","0.73","-2.62","-0.42","0.18","-11.45","5.91","-3.07","10.31","1.01","0.5","7.14","14.65","-2.93","8.57","0.72","-0.02","18.30","10.93","89.82","1.008","8.86","15.84","9.99","41.42","47.00","17.16","21.05","19.55","46.75"
"177","Rickard Rakell","PIT","R","70","957.26666666667","13.675238095238","6.18","-4.13","4.11","2.21","-2.5","2.64","0.47","-0.95","1.18","0.51","0.23","2.14","-0.01","-0.05","0.35","3.53","-0.49","3.34","0.6","0.81","-0.66","0.23","0.68","-5.99","3.91","-1.73","6.11","0.35","-0.46","21.88","10.7","-11.81","10.87","0.03","-0.24","9.60","10.16","90.04","1.002","13.1","14.6","3.26","50.83","80.08","24.19","21.06","10.78","69.18"
"30","Alex Killorn","ANA","C, L","63","902.21666666667","14.320899470899","9.56","-4.15","6.13","5.85","-1.95","4.85","2.96","-2.83","5.12","0.64","0.39","4.53","0.36","0.02","3.61","4.45","-0.26","4.90","0.32","0.11","0.60","0.27","0.24","2.22","5.51","-0.49","7.92","0.57","0.31","10.69","8.63","-1.89","5.45","-0.09","-0.12","0.00","8.24","88.97","0.972","9.91","13.23","7.32","39.64","57.53","17.42","17.09","16.76","50.97"
"645","Arthur Kaliyev","L.A","R","51","523.13333333333","10.257516339869","4.65","-4.17","3.64","7.35","-2.79","5.41","3.86","-1.17","3.84","-0.07","0.33","-4.42","0.53","-0.09","5.23","3.39","-0.89","3.66","2.08","1.08","1.46","0.1","0.26","-3.56","1.75","-2.62","5.13","-0.1","-0.3","6.72","3.85","-5.73","4.81","-0.13","0.43","-23.37","6.60","90.54","0.971","9.86","11.58","7.11","48.52","58.11","18.47","17.2","14.57","55.90"
"341","Kevin Labanc","S.J","R","46","485.05","10.544565217391","0.77","-4.19","1.93","-0.43","-1.77","0.65","1.43","-0.66","1.82","-0.78","1.25","-17.09","-0.33","0.06","-3.95","-2.26","-0.18","-2.16","-2.07","0.55","-6.27","-0.43","0.21","-14.47","-0.25","-0.97","0.58","-0.11","0.99","-12.95","0.47","-6.18","3.09","-0.39","0.42","-32.00","4.04","86.26","0.903","6.31","9.9","8.41","52.2","42.86","13.48","14.97","19.67","40.67"
"197","Tom Wilson","WSH","R","74","980.1","13.244594594595","6.32","-4.22","4.58","3.46","-2.02","3.43","3.49","-0.68","3.91","-0.88","0.41","-14.79","0.37","0.11","2.70","2.43","-0.09","2.41","1.67","0.53","2.59","-0.56","0.43","-18.33","1.01","-0.83","2.24","-0.32","-0.09","-11.11","12.22","-5.77","9.41","-0.12","0.06","-8.33","5.47","90.09","0.956","12.12","15.12","8.69","40.89","58.24","22.22","20.08","15.79","58.45"
"500","Urho Vaakanainen","ANA","D","68","1029.25","15.136029411765","2.15","-4.22","2.76","0.86","-3.92","2.81","0.92","-3.02","3.37","0.47","-0.42","9.03","-0.23","-0.49","2.18","-2.04","-3.98","1.43","-1.47","-1.48","-0.75","0.03","-0.02","0.86","-0.75","-3.33","3.05","0.53","-0.59","27.06","2.85","-2.48","2.71","0.06","0.07","0.32","8.87","91.00","0.999","4.78","12.82","8.39","50.43","36.28","13.87","17.31","18.48","42.88"
"694","Alexis Lafrenière","NYR","L","82","1234.3","15.05243902439","15.58","-4.25","8.02","11.11","0.28","5.99","7.25","2.43","3.79","1.23","0.76","4.17","0.77","0.17","5.61","10.82","0.33","8.88","3.56","0.08","7.48","0.52","0.93","-4.08","9.69","0.33","9.79","0.53","0.18","6.84","9.87","-14.04","12.20","0.46","-0.43","35.04","9.65","90.21","0.999","11.47","10.45","3.06","46.71","78.93","20.66","14.44","7.73","72.77"
"39","David Perron","DET","L","76","922.06666666667","12.132456140351","-4.76","-4.28","-0.52","-4.3","-1.77","-1.85","-3.07","-0.25","-2.73","-0.36","0.14","-4.61","-0.33","0.05","-4.19","-2.3","-0.07","-2.37","-1.46","0.43","-5.09","-0.15","0.2","-5.97","-1.11","-0.67","-0.71","-0.33","0.07","-8.86","-1.43","-4.6","1.38","0.05","-0.16","9.71","10.08","90.43","1.005","9.04","16.01","12.23","46.98","42.51","17.11","21.15","23.3","42.35"
"174","Stefan Noesen","CAR","R","81","820.78333333333","10.133127572016","-1.92","-4.44","1.60","-0.75","-4.52","2.79","-0.47","-4.2","3.90","0.47","-0.79","13.91","0.04","-0.2","2.62","-1.22","-2.67","2.04","-0.19","-0.63","1.25","0.48","-0.57","21.26","-1.36","-2.72","2.71","0.04","-0.27","7.14","0.72","-2","1.44","-0.06","-0.02","-1.14","9.09","92.72","1.018","12.87","14.77","6.29","48.54","67.18","22.59","20.47","14.99","60.12"
"537","Johnathan Kovacevic","MTL","D","62","863.41666666667","13.926075268817","4.76","-4.47","3.86","2.05","-2.17","2.50","2.1","0.99","1.15","0.47","-0.4","9.20","0.03","-0.14","1.55","0.74","-2.71","2.91","-0.35","-0.11","-0.59","-0.52","0.26","-16.00","1.45","-3.46","5.36","0.9","-0.99","43.78","0.64","-1.99","1.33","0.35","0.13","14.55","9.68","93.64","1.033","4.52","10.15","7.57","46","37.36","11.74","16.96","18.76","38.50"
"565","Ryan McLeod","EDM","C","81","972.33333333333","12.004115226337","0.2","-4.5","2.23","0.98","-3.15","2.58","0.8","-3.87","4.28","-0.67","-0.63","1.09","-0.18","-0.09","-0.42","-0.7","-3.2","2.65","-2.31","-0.05","-3.90","-0.58","-0.3","-2.83","2.14","-4.2","7.53","-0.01","-0.36","9.67","-5.09","-1.86","-1.34","-0.13","-0.08","0.95","7.21","92.27","0.995","7.34","14.87","8.76","43.2","45.59","15.43","21.1","16.17","48.83"
"122","Jaden Schwartz","SEA","C","62","825.25","13.310483870968","-1.15","-4.52","1.53","-0.81","-1.57","0.46","-0.78","-0.04","-0.67","-0.06","-0.15","0.96","0.06","-0.05","1.15","-0.46","-2.43","2.04","1.26","-0.63","4.68","-0.24","0.21","-10.10","-2.29","-2.39","0.56","-0.15","-0.1","-2.25","-1.68","0.61","-1.13","0.42","-0.42","33.33","7.71","92.19","0.999","11.71","10.98","9.67","45.8","54.76","19.27","15.12","19.05","50.28"
"576","Jack Drury","CAR","C","74","790.9","10.687837837838","-3","-4.55","1.32","-2.55","-4.02","1.58","-1.46","-3.21","2.14","-0.02","-0.2","2.16","-0.25","-0.45","3.17","-5.19","-2.92","-0.94","-2.27","-1.94","0.59","0.24","-0.53","16.87","-3.9","-1.3","-2.06","-0.26","0.55","-17.50","1.97","-4.2","3.23","-0.09","-0.13","5.95","7.75","90.94","0.987","11.68","13.88","5.77","46.58","66.96","21.62","18.81","13.5","61.56"
"766","Leo Carlsson","ANA","C","55","788.38333333333","14.334242424242","6.72","-4.56","5.04","6.36","-3.66","6.16","4.89","-3.08","7.14","0.05","-0.09","1.41","0.4","-0.13","5.43","4.38","-2.42","6.81","-0.33","-2.02","3.60","0.01","0.12","-1.71","6.29","-0.54","8.79","0.28","0.01","9.23","2.31","-2.12","2.26","-0.25","-0.31","7.83","6.94","90.63","0.976","8.3","12.94","6.85","41.71","54.77","16.13","17.35","16.36","49.65"
"243","Hudson Fasching","NYI","R","45","527.83333333333","11.72962962963","-10.91","-4.66","-3.06","-10.33","-2.7","-4.97","-8.34","-1.14","-6.64","-0.47","-0.01","-5.00","-0.65","-0.49","-1.81","-5.39","-6.6","0.89","-2.72","-2.13","-1.34","0.15","0.05","2.24","-3.57","-5.96","2.48","-0.27","-0.28","1.35","-16.06","2.23","-9.77","-0.6","0.21","-38.89","8.70","92.00","1.007","6.71","18.98","8.53","50.58","44.03","10.91","23.3","17.85","37.94"
"55","Jordan Eberle","SEA","R","78","1086.3666666667","13.927777777778","3.31","-4.68","3.42","3.88","-1.7","3.30","4","-2.24","5.42","0.73","-0.28","11.21","0.34","-0.11","4.52","1.44","-3.14","4.47","1.35","-0.68","4.84","0.16","-0.17","7.48","0.12","-3.29","4.30","0.58","-0.13","18.90","4.27","0.56","1.76","0.2","-0.03","8.21","8.61","92.72","1.013","10.55","12.04","8.67","45.68","54.89","20.32","16.57","18.34","52.57"
"551","Sean Durzi","ARI","D","76","1294.95","17.038815789474","5.28","-4.71","4.29","2.89","-4.62","4.44","1.17","-2.82","3.45","-0.04","0.1","-1.34","0.13","0.08","0.52","4.18","0.12","3.65","1.73","-0.35","4.64","0.23","0.21","0.03","3.27","0.63","2.98","-0.17","-0.19","-0.23","2.36","-6.64","4.51","-0.21","0.04","-9.04","9.48","90.26","0.997","7.55","13.07","9.54","45.73","44.17","18.07","18.81","17.79","50.39"
"405","Derek Ryan","EDM","C","70","589.16666666667","8.4166666666667","-11.29","-4.75","-2.30","-11.16","-5.44","-2.77","-7.24","-3.54","-2.54","-1.97","-0.55","-18.54","-1.02","-0.44","-3.94","-9.38","-4.3","-3.53","-4.61","-1.54","-4.67","-1.17","-0.25","-19.01","-6.36","-3.68","-2.64","-0.59","-0.24","-15.28","-7.04","4.39","-5.87","-0.5","-0.16","-17.74","4.20","92.34","0.965","8.66","16.29","12.93","52.65","40.09","15.17","21.79","20.98","41.97"
"408","Alexandre Carrier","NSH","D","73","1141.35","15.634931506849","-5.55","-4.76","-0.22","-3.01","-3.38","0.35","-2.44","-2.46","0.10","-0.21","0.07","-2.86","-0.37","-0.13","-2.12","-4.85","-1.86","-2.53","-2.28","-0.82","-2.87","-0.21","0.39","-11.62","-3.43","-1.39","-2.27","0.02","-0.09","2.94","-5.97","0.8","-3.32","-0.1","-0.33","9.38","8.32","91.90","1.002","4.42","13.14","8.04","51.15","35.44","12.62","20.82","19.61","39.15"
"169","Jonas Brodin","MIN","D","62","1152.0833333333","18.581989247312","1.88","-4.78","2.86","0.22","-2.38","1.60","-0.72","-2","1.14","0.2","-0.71","9.40","0.1","-0.18","3.19","-0.72","-2.37","1.65","1.71","-0.35","5.06","0.75","-0.08","15.34","-3.23","-2.7","-0.66","-0.55","-0.96","13.57","3.94","-0.74","2.38","-0.21","0.12","-11.54","9.94","92.44","1.024","7.66","11.82","7.92","37.24","49.16","19.37","20.68","19.06","50.41"
"303","Kevin Fiala","L.A","L","82","1144.9666666667","13.963008130081","2.48","-4.81","3.20","3.36","-4.09","4.47","2.76","-2.49","4.48","0.3","0.03","2.52","0.28","-0.34","6.22","2.72","-2.42","4.82","-0.02","-2.22","5.86","0.16","-0.23","7.88","3.65","-0.27","4.17","0.26","0.28","-1.02","-0.31","-3.25","1.63","-0.08","0.08","-6.41","8.04","91.01","0.990","8.7","11.58","7.65","44.6","53.21","16.72","17.82","16.3","50.63"
"283","Anthony Mantha","VGK, WSH","R","74","917.11666666667","12.393468468468","3.75","-4.84","3.72","4.43","-4.27","5.38","2.78","-2.6","4.90","1.37","-0.47","17.95","0.44","-0.43","8.76","-0.16","-2.83","2.61","1.83","-2.66","10.79","1.16","-0.3","25.25","-2.65","-0.23","-3.01","0.1","-0.01","2.94","2.58","-6.09","4.53","0.18","-0.23","17.57","11.36","91.02","1.024","7.39","12.63","7.65","44.62","49.13","13.48","16.94","14.52","48.13"
"396","Ivan Provorov","CBJ","D","82","1393.0833333333","16.988821138211","-1.85","-4.84","1.09","0.6","-4.66","2.88","0.26","-3.52","2.92","-0.04","-0.33","2.41","0.07","-0.08","1.45","-0.44","-0.7","0.15","-0.65","-0.44","-0.77","-0.1","-0.26","2.70","0.28","-0.34","0.67","-0.19","0.1","-5.92","-4.23","-8.4","1.77","0.28","-0.2","18.07","8.88","91.20","1.001","5.77","11.33","7.75","40.87","42.68","15.63","18.26","17.06","47.83"
"705","Luke Evangelista","NSH","R","80","917.4","11.4675","5.81","-4.84","4.37","4.15","-4.19","4.80","3.18","-3.2","5.22","0.05","0.1","-0.59","0.06","-0.35","4.09","4.33","-1.5","4.89","0.42","-0.76","2.68","-0.23","0.06","-5.18","5.21","-0.98","6.44","0.31","0.28","0.75","2.34","-8.7","5.67","0.09","-0.22","15.56","7.75","91.41","0.992","10.46","10.4","4.32","47.87","70.80","20.47","16.29","10.79","65.48"
"696","Justin Barron","MTL","D","48","768.56666666667","16.011805555556","0.1","-4.85","1.89","1.1","-2.75","2.18","-0.02","-3.42","2.68","-0.34","-0.72","3.52","0.07","-0.04","1.00","-0.42","-4.16","2.91","-0.5","-0.92","0.66","0.03","-0.48","10.06","0.11","-4.31","4.50","-0.44","-0.13","-9.16","6.09","-0.72","3.73","0.01","-0.21","12.50","8.38","92.65","1.010","8.28","13.12","8.51","40.2","49.30","20.3","19.67","18.58","52.21"
"511","Jack Studnicka","S.J, VAN","C","22","229.53333333333","10.433333333333","-8.56","-4.87","-2.64","-4.06","-2.25","-1.83","-6.37","-0.25","-6.84","-1.44","0.1","-21.51","-0.34","-0.04","-3.99","-6.93","-4.06","-5.39","-1.2","-1.3","-1.29","-1.03","0.92","-37.37","-7.63","-3.68","-8.23","-0.61","-0.04","-20.00","-8.18","2.77","-6.15","0.07","-1.14","78.57","4.23","89.76","0.940","2.88","14.64","9.67","52.8","22.92","11.24","20.65","19.08","37.07"
