"Player","Season","Team","Position","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Chris Kreider","23-24","NYR","L",82,1067.37,679,14.58,29.35,0.94,0.037,0.21,0.22,0.68,-0.26,0.029,-0.008,0.19,0.02,0.2,0.03
"Chris Tanev","23-24","CGY","D",56,941.63,595,14.47,29.13,0.82,0.037,0.22,0.22,0.62,-0.2,0.03,-0.007,0.2,0.02,0.19,0.02
"Chris Tanev","23-24","DAL","D",19,317.2,277,14.28,28.82,0.69,0.018,0.2,0.19,0.45,-0.25,0.019,0.001,0.19,0.01,0.18,0.01
"Chris Tierney","23-24","N.J","C",52,427,562,13.8,27.78,0.35,0.008,0.17,0.16,0.22,-0.13,0,-0.008,0.15,0.02,0.14,0.02
"Chris Wagner","23-24","COL","R",13,91.1,164,13.88,27.91,0.09,0.011,0.17,0.16,0.02,-0.07,-0.002,-0.013,0.14,0.04,0.13,0.03
"Christian Dvorak","23-24","MTL","C",30,382.5,420,13.98,28.21,0.5,0.02,0.17,0.17,0.37,-0.12,0.009,-0.011,0.15,0.02,0.15,0.02
"Christian Fischer","23-24","DET","R",79,821.28,680,14,28.16,0.51,0.012,0.16,0.17,0.41,-0.11,0.01,-0.002,0.15,0.01,0.15,0.02
"Claude Giroux","23-24","OTT","R",82,1194.02,681,14.62,29.42,0.93,0.033,0.22,0.23,0.79,-0.14,0.032,-0.001,0.21,0.01,0.21,0.02
"Clayton Keller","23-24","ARI","R",78,1185.35,670,14.46,29.17,0.88,0.033,0.21,0.21,0.59,-0.3,0.02,-0.012,0.18,0.03,0.18,0.03
"Cody Ceci","23-24","EDM","D",79,1350.78,668,14.31,28.83,0.57,0.02,0.19,0.19,0.49,-0.08,0.014,-0.007,0.17,0.02,0.17,0.02
"Cody Glass","23-24","NSH","C",41,442.68,496,14.08,28.43,0.49,0.015,0.16,0.17,0.31,-0.18,0.011,-0.004,0.16,0.01,0.16,0.02
"Cole Caufield","23-24","MTL","R",82,1262.75,672,14.67,29.55,1.11,0.04,0.22,0.23,0.83,-0.28,0.033,-0.007,0.21,0.01,0.21,0.02
"Cole Guttman","23-24","CHI","C",27,279.88,386,14.06,28.27,0.46,0.028,0.19,0.18,0.36,-0.1,0.021,-0.007,0.17,0.02,0.16,0.02
"Cole Koepke","23-24","T.B","L",9,60.07,161,13.44,27.07,1.04,0.036,0.21,0.18,0.37,-0.67,0.011,-0.025,0.17,0.05,0.13,0.05
"Cole Perfetti","23-24","WPG","C",71,796.18,657,13.99,28.19,0.24,0.008,0.16,0.16,0.2,-0.04,0.002,-0.006,0.14,0.02,0.14,0.02
"Cole Sillinger","23-24","CBJ","C",77,1002.42,666,14.27,28.75,0.79,0.027,0.21,0.21,0.59,-0.2,0.024,-0.003,0.2,0.01,0.19,0.02
"Cole Smith","23-24","NSH","L",80,902.42,681,14.24,28.69,0.53,0.02,0.18,0.19,0.44,-0.09,0.016,-0.004,0.17,0.02,0.17,0.01
"Colin Blackwell","23-24","CHI","C",44,542.63,511,14.53,29.26,0.89,0.032,0.23,0.22,0.72,-0.17,0.028,-0.004,0.21,0.03,0.2,0.02
"Colin Miller","23-24","N.J","D",41,594.48,485,14.01,28.22,0.67,0.019,0.17,0.17,0.46,-0.21,0.01,-0.009,0.15,0.02,0.14,0.03
"Colin Miller","23-24","WPG","D",5,60.73,90,13.47,27.19,0.61,0.041,0.19,0.21,0.32,-0.29,0.023,-0.019,0.15,0.04,0.17,0.04
"Colin White (C)","23-24","MTL","C",17,148.2,272,13.77,27.83,1.13,0.033,0.18,0.2,0.56,-0.57,0.013,-0.019,0.15,0.04,0.15,0.05
"Colin White (C)","23-24","PIT","C",11,98.63,178,13.95,28.23,0.5,0.023,0.16,0.16,0.43,-0.08,0.013,-0.01,0.14,0.02,0.14,0.02
"Collin Graf","23-24","S.J","R",7,98.62,110,14.32,28.74,0.72,0.039,0.19,0.23,0.57,-0.16,0.03,-0.009,0.16,0.03,0.21,0.01
"Colton Parayko","23-24","STL","D",82,1665.33,681,14.56,29.35,0.89,0.036,0.22,0.22,0.64,-0.25,0.026,-0.01,0.2,0.03,0.2,0.03
"Colton Sissons","23-24","NSH","C",81,958,681,14.41,29.03,0.61,0.023,0.2,0.2,0.48,-0.13,0.018,-0.005,0.18,0.02,0.18,0.02
"Connor Bedard","23-24","CHI","C",68,1075.12,650,14.45,29.15,0.83,0.037,0.22,0.22,0.62,-0.21,0.025,-0.011,0.19,0.03,0.19,0.03
"Connor Brown","23-24","EDM","R",71,752.38,647,13.96,28.16,0.53,0.015,0.19,0.17,0.43,-0.1,0.006,-0.008,0.17,0.02,0.15,0.02
"Connor Clifton","23-24","BUF","D",79,1128.38,672,14.09,28.37,0.52,0.02,0.17,0.18,0.4,-0.12,0.013,-0.007,0.16,0.02,0.16,0.02
"Connor Dewar","23-24","MIN","C",57,514.03,604,13.88,27.91,0.57,0.017,0.17,0.17,0.41,-0.16,0.014,-0.003,0.16,0.01,0.15,0.02
"Connor Dewar","23-24","TOR","C",17,171.73,202,13.74,27.7,0.77,0.02,0.14,0.16,0.39,-0.38,0.014,-0.007,0.14,0.01,0.14,0.02
"Connor McDavid","23-24","EDM","C",76,1281.15,665,14.65,29.54,0.84,0.029,0.21,0.21,0.58,-0.26,0.018,-0.011,0.19,0.02,0.18,0.03
"Connor McMichael","23-24","WSH","C",80,1057.25,666,14.38,28.99,0.9,0.029,0.2,0.21,0.66,-0.24,0.022,-0.006,0.19,0.02,0.19,0.02
"Connor Murphy","23-24","CHI","D",46,781.3,509,14.35,28.93,0.89,0.039,0.22,0.22,0.66,-0.23,0.031,-0.008,0.2,0.02,0.2,0.02
"Connor Zary","23-24","CGY","C",63,815.3,616,14.15,28.51,0.49,0.024,0.19,0.18,0.32,-0.17,0.013,-0.011,0.16,0.03,0.16,0.03
"Conor Garland","23-24","VAN","R",82,1025.75,678,14.12,28.44,0.48,0.017,0.16,0.17,0.42,-0.05,0.014,-0.003,0.15,0.01,0.16,0.01
"Conor Sheary","23-24","T.B","L",57,591.77,600,13.86,27.92,0.4,0.008,0.15,0.15,0.35,-0.05,0.006,-0.002,0.14,0.01,0.14,0.01
"Conor Timmins","23-24","TOR","D",25,354.43,332,13.87,27.89,0.19,0.002,0.14,0.15,0.07,-0.11,-0.005,-0.007,0.12,0.01,0.12,0.02
"Corey Perry","23-24","CHI","R",16,156.42,219,14.04,28.43,0.42,0.023,0.2,0.19,0.52,0.1,0.022,-0.001,0.19,0.01,0.18,0.01
"Corey Perry","23-24","EDM","R",38,444.3,448,14.04,28.28,0.36,0.017,0.21,0.19,0.32,-0.04,0.01,-0.007,0.19,0.02,0.16,0.02
"Craig Smith","23-24","DAL","C",75,751.15,671,13.81,27.87,0.39,0.009,0.15,0.15,0.32,-0.07,0.007,-0.002,0.14,0.01,0.14,0.01
"Curtis Lazar","23-24","N.J","C",71,783.95,664,14.05,28.29,0.57,0.018,0.19,0.18,0.44,-0.13,0.01,-0.008,0.16,0.02,0.16,0.02
"Daemon Hunt","23-24","MIN","D",12,122.8,180,13.87,27.76,0.01,0.007,0.16,0.16,-0.03,-0.04,-0.007,-0.014,0.12,0.04,0.12,0.04
"Dakota Joshua","23-24","VAN","C",63,749.08,634,14.15,28.47,0.51,0.016,0.16,0.17,0.46,-0.04,0.018,0.002,0.16,0,0.17,0
"Dakota Mermis","23-24","MIN","D",47,607.97,544,14,28.14,0.67,0.019,0.16,0.16,0.46,-0.22,0.011,-0.008,0.14,0.02,0.14,0.03
"Damon Severson","23-24","CBJ","D",67,1221.67,650,14.37,28.94,0.85,0.029,0.21,0.21,0.65,-0.19,0.023,-0.006,0.19,0.02,0.19,0.02
"Daniel Sprong","23-24","DET","R",76,762.82,677,13.9,27.97,0.43,0.008,0.15,0.15,0.3,-0.13,0.003,-0.006,0.13,0.02,0.13,0.02
"Daniil Miromanov","23-24","CGY","D",20,374.27,299,14.51,29.3,0.66,0.015,0.21,0.19,0.35,-0.31,0.016,0.001,0.19,0.01,0.17,0.01
"Daniil Miromanov","23-24","VGK","D",4,57.23,72,14.03,28.33,0.6,-0.003,0.14,0.15,0.43,-0.18,-0.007,-0.004,0.13,0.01,0.13,0.02
"Danil Gushchin","23-24","S.J","L",4,56.52,72,14.25,28.83,1.39,0.049,0.16,0.19,1.16,-0.23,0.058,0.009,0.18,-0.02,0.21,-0.02
"Dante Fabbro","23-24","NSH","D",56,824.72,608,14.27,28.77,0.48,0.016,0.18,0.17,0.39,-0.09,0.01,-0.005,0.16,0.01,0.16,0.01
"Danton Heinen","23-24","BOS","L",74,949.48,624,14.26,28.68,0.86,0.034,0.21,0.22,0.61,-0.25,0.024,-0.01,0.19,0.02,0.19,0.03
"Darnell Nurse","23-24","EDM","D",81,1459.77,674,14.33,28.9,0.52,0.018,0.19,0.19,0.45,-0.07,0.012,-0.006,0.17,0.02,0.17,0.02
"Darren Raddysh","23-24","T.B","D",82,1419.9,697,14.2,28.6,0.7,0.022,0.19,0.19,0.52,-0.18,0.017,-0.004,0.17,0.01,0.17,0.02
"David Gustafsson","23-24","WPG","C",39,327.02,462,13.57,27.37,0.28,0.009,0.17,0.15,0.03,-0.25,-0.005,-0.013,0.14,0.02,0.13,0.03
"David Jiricek","23-24","CBJ","D",43,616.9,496,14.12,28.42,0.68,0.024,0.18,0.18,0.45,-0.23,0.014,-0.01,0.16,0.02,0.15,0.03
"David Kampf","23-24","TOR","C",78,838.9,665,13.87,27.97,0.34,0.009,0.16,0.17,0.28,-0.06,0.007,-0.002,0.15,0.01,0.15,0.02
"David Pastrnak","23-24","BOS","R",82,1272.22,676,14.55,29.3,0.9,0.036,0.21,0.22,0.68,-0.22,0.029,-0.007,0.19,0.02,0.19,0.02
"David Perron","23-24","DET","L",76,922.35,675,14.54,29.24,0.83,0.03,0.21,0.2,0.7,-0.13,0.029,0,0.2,0.01,0.18,0.01
"David Savard","23-24","MTL","D",60,995.2,591,14.38,28.95,0.96,0.033,0.19,0.21,0.74,-0.22,0.028,-0.005,0.18,0.01,0.19,0.02
"Dawson Mercer","23-24","N.J","C",82,1125.22,683,14.26,28.7,0.63,0.023,0.19,0.2,0.53,-0.1,0.019,-0.004,0.18,0.02,0.18,0.02
"Declan Chisholm","23-24","MIN","D",29,415.37,309,14.23,28.7,0.57,0.016,0.19,0.17,0.42,-0.15,0.014,-0.002,0.17,0.02,0.16,0.01
"Denis Gurianov","23-24","NSH","R",14,162.12,199,14.36,28.95,1.15,0.053,0.25,0.23,0.69,-0.46,0.024,-0.03,0.19,0.06,0.18,0.05
"Dennis Gilbert","23-24","CGY","D",34,398.82,434,13.92,28.09,0.72,0.026,0.17,0.19,0.36,-0.36,0.008,-0.018,0.14,0.04,0.15,0.04
"Derek Forbort","23-24","BOS","D",35,504.38,449,14.03,28.24,0.4,0.01,0.17,0.17,0.28,-0.11,0.007,-0.002,0.16,0.01,0.15,0.01
"Derek Ryan","23-24","EDM","C",70,591.17,631,13.83,27.9,0.28,0.011,0.17,0.16,0.26,-0.01,0.003,-0.008,0.15,0.02,0.14,0.02
"Derrick Pouliot","23-24","DAL","D",5,59.63,90,14.05,28.16,0.98,0.046,0.22,0.25,0.57,-0.41,0.019,-0.027,0.17,0.05,0.19,0.06
"Devin Shore","23-24","SEA","C",21,167.75,301,13.34,27.07,0.47,0.003,0.11,0.1,0.16,-0.32,-0.015,-0.017,0.1,0.01,0.08,0.02
"Devon Toews","23-24","COL","D",82,1520.5,683,14.56,29.34,0.86,0.032,0.21,0.21,0.59,-0.28,0.024,-0.008,0.19,0.02,0.19,0.02
"Dillon Dube","23-24","CGY","C",43,417.73,544,14.09,28.43,0.53,0.024,0.2,0.18,0.34,-0.19,0.01,-0.014,0.17,0.03,0.15,0.03
"Dmitri Voronkov","23-24","CBJ","L",75,827.05,659,14.29,28.75,0.84,0.03,0.2,0.2,0.61,-0.23,0.024,-0.007,0.18,0.02,0.18,0.02
"Dmitry Kulikov","23-24","FLA","D",76,1069.17,679,14,28.14,0.4,0.013,0.16,0.17,0.29,-0.11,0.009,-0.004,0.15,0.01,0.16,0.02
"Dmitry Orlov","23-24","CAR","D",82,1293.32,688,14.02,28.19,0.28,0.013,0.15,0.17,0.22,-0.06,0.006,-0.007,0.14,0.02,0.14,0.02
"Dominic Toninato","23-24","WPG","C",15,149.15,228,13.83,27.83,-0.64,-0.023,0.11,0.11,-0.15,0.49,-0.012,0.011,0.11,-0.01,0.12,-0.01
"Dominik Kubalik","23-24","OTT","L",74,747.53,666,13.92,28,0.61,0.02,0.18,0.18,0.38,-0.23,0.01,-0.011,0.15,0.02,0.16,0.03
"Dougie Hamilton","23-24","N.J","D",20,363.02,285,14.37,28.93,-0.13,-0.011,0.14,0.15,0.09,0.22,-0.002,0.01,0.16,-0.01,0.16,-0.01
"Drake Batherson","23-24","OTT","R",82,1203.6,682,14.37,28.92,0.72,0.031,0.2,0.21,0.53,-0.19,0.024,-0.008,0.18,0.02,0.18,0.02
"Drew Doughty","23-24","L.A","D",82,1605.42,676,14.51,29.23,0.59,0.023,0.2,0.2,0.5,-0.09,0.023,0,0.19,0.01,0.19,0.01
"Drew O'Connor","23-24","PIT","L",79,1080.5,686,14.35,28.86,0.68,0.025,0.19,0.2,0.59,-0.09,0.024,-0.002,0.18,0,0.18,0.01
"Dryden Hunt","23-24","CGY","L",28,303.37,393,14.11,28.46,0.89,0.041,0.22,0.21,0.46,-0.43,0.024,-0.017,0.18,0.04,0.18,0.04
"Dylan Cozens","23-24","BUF","C",79,1020.3,668,14.38,28.97,0.72,0.028,0.2,0.21,0.57,-0.15,0.024,-0.004,0.19,0.01,0.19,0.02
"Dylan Demelo","23-24","WPG","D",82,1535.43,687,14.4,29.02,0.69,0.027,0.21,0.2,0.51,-0.18,0.02,-0.007,0.19,0.02,0.18,0.02
"Dylan Guenther","23-24","ARI","R",45,537.9,509,14.14,28.49,0.79,0.038,0.2,0.21,0.55,-0.24,0.024,-0.014,0.17,0.03,0.18,0.03
"Dylan Holloway","23-24","EDM","L",38,420.7,440,13.85,27.93,0.04,0.006,0.19,0.16,0.14,0.09,0.001,-0.005,0.17,0.02,0.14,0.02
"Dylan Larkin","23-24","DET","C",68,1002.43,639,14.73,29.62,1.06,0.041,0.23,0.22,0.77,-0.29,0.033,-0.008,0.21,0.02,0.2,0.03
"Dylan Samberg","23-24","WPG","D",78,1050.13,671,13.93,28.08,0.39,0.016,0.17,0.17,0.27,-0.12,0.005,-0.011,0.14,0.03,0.15,0.03
"Dylan Strome","23-24","WSH","C",82,1197.78,669,14.32,28.85,0.84,0.031,0.19,0.21,0.62,-0.22,0.022,-0.009,0.18,0.02,0.18,0.03
"Eeli Tolvanen","23-24","SEA","R",81,1042.78,686,14.3,28.82,0.61,0.023,0.18,0.19,0.49,-0.12,0.022,-0.001,0.17,0.01,0.18,0.01
"Eetu Luostarinen","23-24","FLA","C",82,1003.18,692,14.15,28.45,0.57,0.023,0.19,0.2,0.45,-0.12,0.019,-0.004,0.17,0.02,0.18,0.02
"Egor Zamula","23-24","PHI","D",66,938.67,645,14.07,28.34,0.52,0.016,0.19,0.19,0.38,-0.14,0.01,-0.006,0.17,0.02,0.16,0.02
"Elias Lindholm","23-24","CGY","C",49,697.65,562,14.66,29.52,0.8,0.035,0.22,0.22,0.63,-0.18,0.028,-0.007,0.2,0.02,0.2,0.02
"Elias Lindholm","23-24","VAN","C",26,335.42,344,14.3,28.79,0.61,0.025,0.22,0.2,0.53,-0.09,0.017,-0.008,0.19,0.03,0.18,0.02
"Elias Pettersson","23-24","VAN","C",82,1125.03,676,14.49,29.18,0.72,0.027,0.2,0.2,0.57,-0.15,0.021,-0.006,0.18,0.02,0.18,0.02
"Emil Andrae","23-24","PHI","D",4,51.62,72,14.16,28.42,1.37,0.068,0.25,0.26,1.02,-0.34,0.042,-0.025,0.2,0.05,0.21,0.05
"Emil Bemstrom","23-24","CBJ","R",32,353.67,416,14.09,28.31,0.34,0.012,0.17,0.16,0.33,-0.01,0.008,-0.004,0.16,0.01,0.15,0.01
"Emil Bemstrom","23-24","PIT","C",24,193.32,330,13.82,27.73,0.24,0.016,0.16,0.17,0.24,0,0.01,-0.006,0.14,0.02,0.16,0.01
"Emil Martinsen Lilleberg","23-24","T.B","D",37,552.67,434,13.8,27.79,0.16,0.007,0.16,0.16,0.19,0.03,0.003,-0.004,0.15,0.01,0.14,0.01
"Eric Robinson","23-24","BUF","L",40,424.63,548,13.99,28.12,0.2,0.009,0.16,0.17,0.23,0.04,0.006,-0.003,0.15,0.02,0.16,0.01
"Eric Robinson","23-24","CBJ","L",7,81.8,125,14.09,28.44,0.8,0.016,0.12,0.13,0.72,-0.08,0.03,0.014,0.13,-0.01,0.14,-0.01
"Erik Brannstrom","23-24","OTT","D",76,1090.82,668,14.02,28.2,0.41,0.015,0.17,0.18,0.31,-0.1,0.009,-0.006,0.15,0.02,0.16,0.02
"Erik Cernak","23-24","T.B","D",69,1100.78,653,14.62,29.41,1.02,0.039,0.22,0.23,0.83,-0.18,0.038,-0.001,0.21,0.01,0.22,0.02
"Erik Gudbranson","23-24","CBJ","D",78,1278.58,668,14.25,28.73,0.81,0.028,0.19,0.2,0.62,-0.19,0.024,-0.005,0.18,0.01,0.18,0.02
"Erik Gustafsson (D)","23-24","NYR","D",76,1192.48,666,14.14,28.44,0.53,0.02,0.17,0.18,0.36,-0.18,0.012,-0.008,0.15,0.02,0.16,0.02
"Erik Haula","23-24","N.J","L",76,1006.03,671,14.26,28.72,0.74,0.024,0.2,0.2,0.55,-0.19,0.018,-0.007,0.18,0.02,0.18,0.02
"Erik Johnson","23-24","BUF","D",50,531.85,554,13.89,28,0.27,0.004,0.15,0.15,0.25,-0.02,0.003,0,0.15,0,0.14,0.01
"Erik Johnson","23-24","PHI","D",17,267.22,246,14.21,28.46,0.3,0.007,0.17,0.18,0.32,0.02,0.015,0.008,0.18,0,0.18,0
"Erik Karlsson","23-24","PIT","D",82,1638.3,689,14.34,28.85,0.67,0.023,0.18,0.19,0.52,-0.15,0.018,-0.005,0.17,0.01,0.18,0.02
"Esa Lindell","23-24","DAL","D",82,1346.92,688,14.37,28.98,0.58,0.019,0.19,0.18,0.5,-0.08,0.019,0.001,0.18,0.01,0.18,0.01
"Ethan Bear","23-24","WSH","D",24,345.17,348,13.99,28.3,0.63,0.022,0.16,0.17,0.31,-0.32,0.009,-0.013,0.14,0.03,0.14,0.03
"Evan Bouchard","23-24","EDM","D",81,1514.22,674,14.47,29.17,0.69,0.026,0.21,0.2,0.49,-0.2,0.015,-0.011,0.18,0.02,0.17,0.03
"Evan Rodrigues","23-24","FLA","C",80,1034.68,690,14.4,28.96,0.6,0.024,0.19,0.2,0.5,-0.09,0.024,0,0.19,0.01,0.19,0.01
"Evander Kane","23-24","EDM","L",77,1134.73,665,14.24,28.7,0.54,0.019,0.19,0.18,0.44,-0.11,0.011,-0.007,0.17,0.02,0.16,0.02
"Evgeni Malkin","23-24","PIT","C",82,1192.5,689,14.27,28.71,0.6,0.021,0.18,0.19,0.5,-0.1,0.018,-0.003,0.17,0.01,0.18,0.01
"Evgeny Dadonov","23-24","DAL","R",51,617.47,564,14.17,28.6,0.2,0.006,0.16,0.16,0.29,0.09,0.008,0.002,0.15,0.01,0.16,0.01
"Evgeny Kuznetsov","23-24","CAR","C",20,260.38,292,13.95,27.95,-0.17,-0.005,0.13,0.15,-0.02,0.15,0.001,0.006,0.14,-0.01,0.15,0
"Evgeny Kuznetsov","23-24","WSH","C",43,587.37,472,14.46,29.08,0.64,0.028,0.19,0.19,0.65,0.01,0.025,-0.003,0.18,0.01,0.18,0.02
"Fabian Zetterlund","23-24","S.J","L",82,1233,669,14.58,29.39,1.01,0.042,0.23,0.23,0.7,-0.31,0.031,-0.011,0.2,0.03,0.2,0.03
"Filip Chytil","23-24","NYR","C",10,142.18,180,14.34,28.87,1.19,0.047,0.2,0.22,0.52,-0.67,0.03,-0.017,0.17,0.03,0.18,0.04
"Filip Forsberg","23-24","NSH","L",82,1191.75,684,14.74,29.69,0.88,0.033,0.23,0.22,0.64,-0.24,0.025,-0.007,0.21,0.02,0.2,0.02
"Filip Hronek","23-24","VAN","D",81,1544.23,675,14.41,29.01,0.72,0.027,0.2,0.2,0.58,-0.14,0.021,-0.006,0.18,0.02,0.18,0.02
"Filip Roos","23-24","CHI","D",4,54.17,72,13.66,27.54,1.32,0.057,0.26,0.25,0.27,-1.06,0.017,-0.041,0.17,0.09,0.16,0.09
"Filip Zadina","23-24","S.J","R",72,853.48,654,14.12,28.48,0.71,0.032,0.2,0.19,0.49,-0.22,0.018,-0.014,0.17,0.03,0.16,0.03
"Frank Vatrano","23-24","ANA","R",82,1097.02,681,14.41,29.01,0.73,0.032,0.21,0.2,0.56,-0.17,0.023,-0.009,0.18,0.03,0.18,0.02
"Frederick Gaudreau","23-24","MIN","C",67,721.18,605,13.96,28.14,0.52,0.017,0.18,0.17,0.4,-0.12,0.013,-0.004,0.16,0.02,0.15,0.02
"Fredrik Olofsson","23-24","COL","L",57,477.47,579,13.78,27.79,0.22,-0.001,0.13,0.13,0.17,-0.06,-0.001,0,0.12,0.01,0.13,0.01
"Gabriel Vilardi","23-24","WPG","C",47,624.77,523,14.31,28.9,0.65,0.021,0.2,0.2,0.48,-0.17,0.009,-0.012,0.16,0.03,0.16,0.03
"Garnet Hathaway","23-24","PHI","R",82,876.55,675,14.07,28.3,0.64,0.021,0.18,0.19,0.49,-0.15,0.018,-0.002,0.17,0.01,0.17,0.02
"Givani Smith","23-24","S.J","R",36,280.82,442,13.73,27.66,0.79,0.037,0.18,0.18,0.4,-0.39,0.012,-0.025,0.14,0.04,0.14,0.04
"Grigori Denisenko","23-24","VGK","L",6,61.22,108,13.69,27.52,0.42,0.01,0.17,0.2,0.42,0,0.002,-0.008,0.14,0.03,0.17,0.03
"Gustav Forsling","23-24","FLA","D",79,1403.38,684,14.58,29.32,0.75,0.028,0.21,0.22,0.62,-0.13,0.028,0,0.2,0.01,0.2,0.02
"Gustav Lindstrom","23-24","ANA","D",32,478.37,423,14.03,28.2,0.55,0.02,0.17,0.17,0.28,-0.27,0.003,-0.017,0.13,0.04,0.13,0.03
"Gustav Lindstrom","23-24","MTL","D",14,207.98,220,14.06,28.36,0.66,0.012,0.17,0.15,0.51,-0.15,0.004,-0.007,0.15,0.02,0.14,0.01
"Gustav Nyquist","23-24","NSH","C",81,1089.77,679,14.76,29.73,0.93,0.035,0.23,0.23,0.67,-0.25,0.027,-0.008,0.21,0.02,0.21,0.03
"Hampus Lindholm","23-24","BOS","D",73,1364.13,645,14.5,29.22,0.81,0.027,0.2,0.21,0.66,-0.15,0.025,-0.002,0.19,0.01,0.19,0.02
"Hardy Haman Aktell","23-24","WSH","D",6,63.35,91,13.81,27.67,-0.57,-0.022,0.07,0.08,-0.2,0.38,-0.015,0.007,0.06,0.01,0.07,0.01
"Haydn Fleury","23-24","T.B","D",24,360.58,358,14.37,28.91,0.7,0.036,0.22,0.22,0.6,-0.11,0.03,-0.006,0.2,0.02,0.2,0.02
"Hendrix Lapierre","23-24","WSH","C",51,524.22,542,13.9,27.92,0.5,0.016,0.18,0.18,0.29,-0.21,0.004,-0.012,0.15,0.03,0.15,0.03
"Henri Jokiharju","23-24","BUF","D",74,1299.1,669,14.3,28.81,0.65,0.025,0.19,0.2,0.52,-0.13,0.019,-0.006,0.17,0.02,0.18,0.02
"Henry Thrun","23-24","S.J","D",51,881.12,552,14.31,28.82,0.8,0.036,0.22,0.21,0.56,-0.24,0.021,-0.014,0.19,0.04,0.18,0.03
"Hudson Fasching","23-24","NYI","R",45,528.55,555,14.14,28.48,0.84,0.027,0.18,0.19,0.6,-0.23,0.021,-0.006,0.16,0.01,0.17,0.02
"Ian Cole","23-24","VAN","D",78,1215.57,670,14.19,28.59,0.48,0.018,0.17,0.17,0.42,-0.06,0.015,-0.003,0.16,0.01,0.16,0.01
"Ian Mitchell","23-24","BOS","D",13,187.63,218,13.98,28.15,-0.1,0,0.15,0.15,0,0.1,0,0,0.15,-0.01,0.15,0
"Ilya Lyubushkin","23-24","ANA","D",55,769.87,600,14.14,28.48,0.68,0.027,0.18,0.19,0.54,-0.13,0.023,-0.004,0.17,0.01,0.17,0.02
"Ilya Lyubushkin","23-24","TOR","D",19,281.83,236,14.13,28.49,0.88,0.025,0.18,0.2,0.59,-0.29,0.021,-0.004,0.18,0,0.18,0.02
"Ilya Mikheyev","23-24","VAN","R",78,961.88,671,14.33,28.87,0.44,0.017,0.19,0.18,0.45,0.01,0.016,-0.002,0.18,0.01,0.17,0.01
"Ilya Solovyov","23-24","CGY","D",10,145.18,166,14.01,28.27,0.61,0.008,0.13,0.13,0.25,-0.36,0.006,-0.001,0.12,0,0.12,0.01
"Isaak Phillips","23-24","CHI","D",33,510.67,403,14.23,28.6,0.6,0.025,0.2,0.21,0.39,-0.21,0.019,-0.007,0.19,0.02,0.19,0.02
"Isac Lundestrom","23-24","ANA","C",46,535.78,523,14.24,28.63,0.72,0.023,0.2,0.2,0.53,-0.19,0.014,-0.009,0.17,0.03,0.17,0.02
"Isak Rosen","23-24","BUF","R",7,59.1,126,13.77,27.8,-0.2,-0.006,0.12,0.15,-0.09,0.11,0.002,0.008,0.12,-0.01,0.15,0
"Ivan Barbashev","23-24","VGK","C",82,1144.88,666,14.53,29.28,0.79,0.031,0.2,0.2,0.56,-0.23,0.024,-0.007,0.19,0.02,0.18,0.02
"Ivan Miroshnichenko","23-24","WSH","L",21,241.32,315,14.13,28.35,0.84,0.028,0.21,0.21,0.63,-0.21,0.023,-0.006,0.19,0.02,0.18,0.02
"Ivan Provorov","23-24","CBJ","D",82,1428.35,678,14.26,28.73,0.79,0.027,0.19,0.2,0.58,-0.21,0.022,-0.006,0.18,0.01,0.18,0.02
"J.T. Compher","23-24","DET","L",77,1069.52,677,14.57,29.32,0.84,0.031,0.21,0.21,0.71,-0.13,0.029,-0.001,0.2,0.01,0.19,0.01
"J.T. Miller","23-24","VAN","C",81,1112.67,675,14.68,29.57,0.92,0.037,0.22,0.22,0.71,-0.21,0.03,-0.007,0.2,0.02,0.2,0.02
"Jaccob Slavin","23-24","CAR","D",81,1427.4,686,14.42,29.01,0.59,0.026,0.2,0.21,0.53,-0.05,0.025,-0.001,0.19,0.01,0.19,0.01
"Jack Drury","23-24","CAR","C",74,795.52,673,13.73,27.63,0.05,0.008,0.15,0.15,0.05,0,-0.001,-0.009,0.13,0.02,0.13,0.02
"Jack Eichel","23-24","VGK","C",63,883.48,595,14.64,29.52,0.75,0.027,0.2,0.2,0.48,-0.26,0.021,-0.006,0.18,0.02,0.18,0.02
"Jack Hughes","23-24","N.J","C",62,1010.95,619,14.37,28.92,0.54,0.019,0.2,0.19,0.43,-0.11,0.013,-0.006,0.18,0.02,0.17,0.02
"Jack Johnson","23-24","COL","D",80,1106.88,678,13.92,28.04,0.28,0.007,0.14,0.15,0.21,-0.07,0.003,-0.004,0.13,0.01,0.14,0.01
"Jack McBain","23-24","ARI","C",67,718.65,641,14.08,28.38,0.66,0.025,0.18,0.18,0.48,-0.18,0.015,-0.01,0.16,0.02,0.16,0.02
"Jack Quinn","23-24","BUF","R",27,331.65,381,14.19,28.5,0.3,0.008,0.16,0.17,0.27,-0.03,0.007,-0.002,0.15,0.02,0.16,0.02
"Jack Roslovic","23-24","CBJ","C",40,557.53,531,14.41,29.03,0.71,0.025,0.22,0.21,0.52,-0.19,0.019,-0.006,0.2,0.02,0.19,0.02
