"Player","Season","Team","Position","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Chandler Stephenson","23-24","VGK","C",75,1009.6,33,14.74,29.48,-0.06,0.063,0.34,0.27,0.55,0.61,0.027,-0.036,0.26,0.07,0.21,0.06
"Charlie Coyle","23-24","BOS","C",82,1082.58,31,14.97,30.09,1.8,0.075,0.25,0.29,0.81,-0.99,0.047,-0.028,0.22,0.04,0.23,0.06
"Charlie McAvoy","23-24","BOS","D",74,1392.8,31,13.79,27.71,0.22,0.012,0.23,0.21,0.23,0.01,0.03,0.018,0.26,-0.02,0.23,-0.02
"Chris Kreider","23-24","NYR","L",82,1067.37,31,14.92,29.87,0.05,-0.02,0.13,0.14,-0.11,-0.17,-0.02,0,0.15,-0.02,0.13,0.01
"Chris Tanev","23-24","CGY","D",56,941.63,31,14.11,28.4,1.4,0.045,0.22,0.18,1.07,-0.32,0.032,-0.012,0.21,0.01,0.17,0.01
"Chris Tanev","23-24","DAL","D",19,317.2,21,13.8,27.45,2.28,0.156,0.45,0.41,1.53,-0.75,0.074,-0.082,0.31,0.14,0.3,0.11
"Chris Tierney","23-24","N.J","C",52,427,32,13.38,27.13,-0.67,-0.022,0.07,0.07,-0.82,-0.15,-0.013,0.008,0.12,-0.05,0.11,-0.04
"Chris Wagner","23-24","COL","R",13,91.1,26,12.7,25.91,1.47,0.018,0.23,0.23,0.63,-0.85,-0.028,-0.046,0.17,0.06,0.14,0.09
"Christian Dvorak","23-24","MTL","C",30,382.5,26,14.55,29.24,-0.85,-0.025,0.1,0.19,0.05,0.91,0.024,0.049,0.14,-0.04,0.22,-0.04
"Christian Fischer","23-24","DET","R",79,821.28,23,13.9,28.09,-1.62,-0.056,0.17,0.16,-0.88,0.74,-0.046,0.01,0.17,0,0.16,-0.01
"Claude Giroux","23-24","OTT","R",82,1194.02,30,15.49,31.46,1.23,0.05,0.25,0.21,0.94,-0.29,0.034,-0.015,0.23,0.03,0.18,0.03
"Clayton Keller","23-24","ARI","R",78,1185.35,33,14.87,30.13,0.91,0.013,0.16,0.14,0.3,-0.61,0.026,0.012,0.15,0.01,0.12,0.02
"Cody Ceci","23-24","EDM","D",79,1350.78,25,14.06,28.11,3.07,0.155,0.22,0.36,2.03,-1.04,0.145,-0.01,0.21,0.01,0.32,0.04
"Cody Glass","23-24","NSH","C",41,442.68,28,14.16,29.01,1.27,0.084,0.17,0.22,1,-0.27,0.063,-0.021,0.13,0.03,0.18,0.05
"Cole Caufield","23-24","MTL","R",82,1262.75,31,15.73,31.62,-0.19,0.007,0.16,0.26,-0.29,-0.1,0.025,0.019,0.17,-0.01,0.25,0
"Cole Guttman","23-24","CHI","C",27,279.88,30,14.06,28.29,-3.45,-0.195,-0.28,-0.25,-1.48,1.97,-0.089,0.106,-0.12,-0.17,-0.09,-0.16
"Cole Koepke","23-24","T.B","L",9,60.07,21,13.37,26.89,-1.17,-0.055,0.02,0.07,-1.56,-0.39,-0.098,-0.043,-0.03,0.05,0,0.07
"Cole Perfetti","23-24","WPG","C",71,796.18,27,14.35,28.91,1.29,0.074,0.31,0.23,0.51,-0.78,0.03,-0.045,0.21,0.1,0.15,0.08
"Cole Sillinger","23-24","CBJ","C",77,1002.42,34,14.71,29.25,-0.03,-0.057,0.13,0.16,0.81,0.84,-0.008,0.049,0.19,-0.07,0.21,-0.05
"Cole Smith","23-24","NSH","L",80,902.42,28,13.92,28.51,1.03,0.059,0.15,0.2,0.65,-0.38,0.042,-0.018,0.14,0.02,0.15,0.04
"Colin Blackwell","23-24","CHI","C",44,542.63,32,14.65,29.34,-1.11,-0.067,0.18,0.1,-1.45,-0.34,-0.083,-0.017,0.12,0.07,0.05,0.06
"Colin Miller","23-24","N.J","D",41,594.48,30,13.56,27.5,1.65,0.066,0.23,0.26,1.07,-0.59,0.08,0.014,0.26,-0.03,0.26,0
"Colin Miller","23-24","WPG","D",5,60.73,24,12.72,25.66,1.15,0.023,0.2,0.22,0.62,-0.53,0.011,-0.012,0.16,0.04,0.19,0.03
"Colin White (C)","23-24","MTL","C",17,148.2,21,13.12,26.56,-2.3,-0.098,0.06,0.03,-1.23,1.07,-0.068,0.03,0.1,-0.04,0.05,-0.02
"Colin White (C)","23-24","PIT","C",11,98.63,22,13.9,28.16,0.78,0.006,0.09,0.11,0.51,-0.27,-0.004,-0.01,0.04,0.05,0.05,0.06
"Collin Graf","23-24","S.J","R",7,98.62,23,14.28,28.38,-3.29,-0.179,-0.17,-0.12,-1.26,2.02,-0.077,0.103,-0.05,-0.11,0.01,-0.13
"Colton Parayko","23-24","STL","D",82,1665.33,28,14.16,28.38,-0.69,-0.036,0.12,0.12,-0.04,0.65,0.023,0.059,0.17,-0.06,0.19,-0.08
"Colton Sissons","23-24","NSH","C",81,958,28,14.12,28.93,1.28,0.066,0.12,0.16,0.82,-0.45,0.032,-0.034,0.08,0.04,0.1,0.06
"Connor Bedard","23-24","CHI","C",68,1075.12,33,15.14,30.41,-3.14,-0.136,-0.05,-0.09,-1.78,1.36,-0.07,0.067,0.03,-0.08,0,-0.08
"Connor Brown","23-24","EDM","R",71,752.38,24,14.06,28.1,1.81,0.095,0.16,0.24,0.55,-1.25,0.063,-0.032,0.11,0.05,0.17,0.07
"Connor Clifton","23-24","BUF","D",79,1128.38,30,13.17,26.4,0.49,-0.01,0.15,0.17,0.14,-0.35,-0.009,0.002,0.14,0.01,0.17,0
"Connor Dewar","23-24","MIN","C",57,514.03,30,13.13,26.87,-1.19,-0.028,0.14,0,-0.65,0.54,-0.075,-0.047,0.09,0.05,-0.04,0.03
"Connor Dewar","23-24","TOR","C",17,171.73,23,13.42,26.72,-0.11,-0.043,0.01,0.07,-0.45,-0.33,-0.033,0.01,0.05,-0.04,0.07,0
"Connor McDavid","23-24","EDM","C",76,1281.15,26,16.05,32.04,4.1,0.255,0.51,0.54,2.42,-1.68,0.24,-0.014,0.46,0.05,0.48,0.05
"Connor McMichael","23-24","WSH","C",80,1057.25,31,14.93,29.55,-0.62,0.001,0.16,0.09,-0.23,0.39,0.01,0.008,0.12,0.04,0.09,0
"Connor Murphy","23-24","CHI","D",46,781.3,34,13.48,27.08,-2.9,-0.155,-0.12,-0.09,-1.44,1.47,-0.07,0.085,0.01,-0.13,0.02,-0.12
"Connor Zary","23-24","CGY","C",63,815.3,34,14.96,30.08,0.91,0.006,0.2,0.18,1.34,0.44,0.039,0.033,0.23,-0.03,0.21,-0.03
"Conor Garland","23-24","VAN","R",82,1025.75,28,14.36,29.32,1.16,0.074,0.26,0.26,-0.11,-1.27,0.033,-0.042,0.17,0.09,0.17,0.09
"Conor Sheary","23-24","T.B","L",57,591.77,30,13.92,27.95,0.38,-0.038,0.1,0.1,-0.35,-0.73,-0.067,-0.03,0.05,0.04,0.03,0.07
"Conor Timmins","23-24","TOR","D",25,354.43,25,13.37,26.48,1.21,0.056,0.3,0.28,0.97,-0.24,0.049,-0.008,0.28,0.01,0.26,0.02
"Corey Perry","23-24","CHI","R",16,156.42,22,14.62,29.49,-1.53,-0.101,0.07,0.07,-1.36,0.17,-0.071,0.029,0.09,-0.02,0.07,0
"Corey Perry","23-24","EDM","R",38,444.3,23,14.69,29.35,2.6,0.119,0.19,0.29,1.16,-1.44,0.098,-0.022,0.15,0.03,0.23,0.06
"Craig Smith","23-24","DAL","C",75,751.15,23,13.95,27.74,1.97,0.069,0.3,0.17,0.3,-1.67,-0.023,-0.092,0.14,0.16,0.02,0.15
"Curtis Lazar","23-24","N.J","C",71,783.95,31,14,28.39,0.55,0.02,0.14,0.17,-0.16,-0.7,0.004,-0.016,0.14,0,0.14,0.04
"Daemon Hunt","23-24","MIN","D",12,122.8,22,12.96,26.51,0.88,0.016,0.25,0.24,0.41,-0.48,-0.039,-0.055,0.15,0.1,0.15,0.09
"Dakota Joshua","23-24","VAN","C",63,749.08,27,14.39,29.38,3.02,0.154,0.39,0.37,0.94,-2.08,0.067,-0.087,0.24,0.16,0.2,0.16
"Dakota Mermis","23-24","MIN","D",47,607.97,31,12.85,26.26,0.44,0.015,0.23,0.22,0.05,-0.38,-0.047,-0.062,0.12,0.1,0.12,0.1
"Damon Severson","23-24","CBJ","D",67,1221.67,35,13.98,27.78,-0.08,-0.051,0.14,0.12,0.9,0.97,0.02,0.071,0.25,-0.11,0.21,-0.09
"Daniel Sprong","23-24","DET","R",76,762.82,23,13.76,27.81,-1.81,-0.04,0.13,0.14,-1.04,0.77,-0.037,0.003,0.12,0.01,0.15,0
"Daniil Miromanov","23-24","CGY","D",20,374.27,23,13.98,28.1,2.4,0.035,0.21,0.29,1.87,-0.54,0.038,0.003,0.24,-0.03,0.3,-0.01
"Daniil Miromanov","23-24","VGK","D",4,57.23,21,13.54,27,-0.29,0.009,0.22,0.19,0.31,0.59,0.007,-0.001,0.21,0.01,0.18,0.01
"Danil Gushchin","23-24","S.J","L",4,56.52,25,14.62,29.05,-3.58,-0.17,-0.08,-0.1,-1.39,2.19,-0.062,0.108,0.04,-0.12,0.04,-0.14
"Dante Fabbro","23-24","NSH","D",56,824.72,27,13.84,28.37,1.99,0.103,0.3,0.32,1.78,-0.2,0.098,-0.004,0.29,0.01,0.3,0.02
"Danton Heinen","23-24","BOS","L",74,949.48,30,14.66,29.47,-0.36,0.025,0.25,0.22,-0.26,0.09,0.018,-0.007,0.2,0.04,0.2,0.02
"Darnell Nurse","23-24","EDM","D",81,1459.77,25,13.94,27.89,1.37,0.121,0.24,0.27,0.69,-0.69,0.125,0.003,0.23,0,0.26,0.01
"Darren Raddysh","23-24","T.B","D",82,1419.9,31,14.1,28.32,1.08,0.004,0.18,0.26,0.76,-0.32,0.015,0.011,0.22,-0.04,0.27,0
"David Gustafsson","23-24","WPG","C",39,327.02,26,13.12,26.44,0.87,0.029,0.14,0.16,0.05,-0.82,-0.024,-0.053,0.04,0.1,0.05,0.11
"David Jiricek","23-24","CBJ","D",43,616.9,34,13.52,26.87,-0.24,-0.049,0.12,0.13,0.32,0.55,0.002,0.051,0.21,-0.09,0.2,-0.07
"David Kampf","23-24","TOR","C",78,838.9,29,13.74,27.28,-0.14,-0.014,0.09,0.07,0.08,0.23,-0.009,0.005,0.11,-0.02,0.07,0
"David Pastrnak","23-24","BOS","R",82,1272.22,30,14.88,29.92,-0.33,0,0.26,0.21,-0.28,0.05,0.01,0.009,0.26,0,0.23,-0.01
"David Perron","23-24","DET","L",76,922.35,23,14.74,29.76,-0.79,-0.033,0.22,0.24,-0.33,0.45,-0.029,0.004,0.22,0,0.24,0.01
"David Savard","23-24","MTL","D",60,995.2,30,13.79,27.76,-0.51,-0.027,0.1,0.11,0.17,0.68,0.02,0.047,0.17,-0.07,0.16,-0.05
"Dawson Mercer","23-24","N.J","C",82,1125.22,32,14.52,29.45,0.94,0.044,0.17,0.2,0.39,-0.56,0.039,-0.004,0.18,-0.01,0.17,0.02
"Declan Chisholm","23-24","MIN","D",29,415.37,24,13.41,27.4,0.74,0.031,0.27,0.23,0.18,-0.56,-0.036,-0.067,0.14,0.13,0.13,0.1
"Denis Gurianov","23-24","NSH","R",14,162.12,22,14.23,29.15,1.45,0.082,0.1,0.2,0.96,-0.49,0.056,-0.025,0.07,0.03,0.15,0.05
"Dennis Gilbert","23-24","CGY","D",34,398.82,31,13.12,26.43,0.39,-0.01,0.1,0.07,0.73,0.34,-0.002,0.008,0.15,-0.05,0.11,-0.04
"Derek Forbort","23-24","BOS","D",35,504.38,27,13.04,26.23,-0.37,0.036,0.24,0.21,-0.16,0.21,0.025,-0.011,0.21,0.03,0.22,0
"Derek Ryan","23-24","EDM","C",70,591.17,26,13.47,26.92,1.55,0.093,0.11,0.19,0.3,-1.25,0.049,-0.044,0.06,0.05,0.12,0.08
"Derrick Pouliot","23-24","DAL","D",5,59.63,19,13.07,25.91,2.33,0.115,0.36,0.34,1.22,-1.11,0.041,-0.074,0.24,0.12,0.23,0.11
"Devin Shore","23-24","SEA","C",21,167.75,25,13.63,27.07,1.42,0.02,0.16,0.22,0.25,-1.17,-0.037,-0.057,0.01,0.15,0.08,0.14
"Devon Toews","23-24","COL","D",82,1520.5,33,15.15,30.92,2.26,0.08,0.43,0.43,2.23,-0.04,0.071,-0.009,0.38,0.05,0.42,0.02
"Dillon Dube","23-24","CGY","C",43,417.73,23,13.89,28.04,0.1,-0.025,0.09,0.11,0.41,0.31,-0.019,0.007,0.09,0,0.1,0.01
"Dmitri Voronkov","23-24","CBJ","L",75,827.05,33,14.84,29.46,-0.49,-0.07,0.12,0.16,0.36,0.85,-0.025,0.045,0.2,-0.08,0.22,-0.06
"Dmitry Kulikov","23-24","FLA","D",76,1069.17,26,12.85,26.73,2.7,0.062,0.16,0.2,1.42,-1.28,0.026,-0.036,0.12,0.04,0.13,0.06
"Dmitry Orlov","23-24","CAR","D",82,1293.32,28,13.15,26.48,4.33,0.119,0.27,0.34,2.09,-2.24,0.075,-0.044,0.22,0.05,0.26,0.09
"Dominic Toninato","23-24","WPG","C",15,149.15,19,13.61,27.39,1.34,0.056,0.19,0.21,0.49,-0.85,-0.003,-0.059,0.09,0.1,0.1,0.11
"Dominik Kubalik","23-24","OTT","L",74,747.53,30,13.95,28.35,-0.3,0.001,0.16,0.11,-0.27,0.03,-0.025,-0.026,0.12,0.04,0.08,0.03
"Dougie Hamilton","23-24","N.J","D",20,363.02,21,13.97,28.31,1.58,0.035,0.1,0.19,0.94,-0.64,0.055,0.02,0.14,-0.04,0.19,0
"Drake Batherson","23-24","OTT","R",82,1203.6,30,15.34,31.11,1.4,0.066,0.22,0.23,1.36,-0.05,0.059,-0.006,0.21,0.01,0.22,0.02
"Drew Doughty","23-24","L.A","D",82,1605.42,25,13.82,28.03,2.3,0.073,0.28,0.22,0.99,-1.32,0.017,-0.056,0.17,0.11,0.13,0.09
"Drew O'Connor","23-24","PIT","L",79,1080.5,33,15.12,30.61,1.47,0.066,0.22,0.24,1.56,0.09,0.085,0.02,0.21,0.01,0.24,0
"Dryden Hunt","23-24","CGY","L",28,303.37,31,14.25,28.59,0.17,-0.025,0.05,0.18,0.78,0.61,0.002,0.027,0.09,-0.03,0.22,-0.04
"Dylan Cozens","23-24","BUF","C",79,1020.3,29,15.03,30.16,0.8,0,0.26,0.26,0.34,-0.47,-0.008,-0.008,0.21,0.04,0.23,0.03
"Dylan Demelo","23-24","WPG","D",82,1535.43,27,14.56,29.33,1.97,0.073,0.27,0.32,1.38,-0.59,0.077,0.004,0.26,0.02,0.3,0.02
"Dylan Guenther","23-24","ARI","R",45,537.9,30,14.45,29.27,-0.76,-0.014,0.12,0.14,-0.28,0.48,0.011,0.025,0.14,-0.02,0.16,-0.02
"Dylan Holloway","23-24","EDM","L",38,420.7,25,13.93,27.86,2.52,0.134,0.19,0.29,0.95,-1.57,0.089,-0.045,0.13,0.07,0.21,0.08
"Dylan Larkin","23-24","DET","C",68,1002.43,22,15.01,30.31,-0.39,-0.034,0.23,0.27,0.09,0.49,-0.018,0.017,0.26,-0.02,0.28,0
"Dylan Samberg","23-24","WPG","D",78,1050.13,27,13.11,26.41,0.78,0.067,0.24,0.24,0.33,-0.45,0.028,-0.039,0.16,0.09,0.17,0.07
"Dylan Strome","23-24","WSH","C",82,1197.78,31,14.98,29.66,-1.02,-0.029,0.04,0.01,-0.45,0.58,0,0.029,0.04,0.01,0.04,-0.03
"Eeli Tolvanen","23-24","SEA","R",81,1042.78,28,15.21,30.19,2.34,0.053,0.13,0.13,1.66,-0.68,0.015,-0.038,0.05,0.08,0.07,0.07
"Eetu Luostarinen","23-24","FLA","C",82,1003.18,27,14.07,29.29,2.91,0.041,0.1,0.14,1.77,-1.14,0.03,-0.011,0.09,0.01,0.1,0.03
"Egor Zamula","23-24","PHI","D",66,938.67,28,13.1,26.55,0.61,0.063,0.18,0.2,0.89,0.29,0.034,-0.03,0.15,0.03,0.16,0.04
"Elias Lindholm","23-24","CGY","C",49,697.65,27,15.02,30.23,0.75,-0.015,0.14,0.26,1.16,0.41,0.011,0.026,0.16,-0.02,0.27,-0.01
"Elias Lindholm","23-24","VAN","C",26,335.42,22,14.59,29.81,2.57,0.097,0.35,0.37,0.7,-1.88,0.039,-0.058,0.25,0.1,0.25,0.11
"Elias Pettersson","23-24","VAN","C",82,1125.03,28,14.6,29.81,2.23,0.075,0.34,0.36,0.59,-1.64,0.023,-0.052,0.26,0.08,0.26,0.1
"Emil Andrae","23-24","PHI","D",4,51.62,19,13.13,26.62,0.81,0.087,0.23,0.17,1.65,0.84,0.042,-0.045,0.17,0.06,0.12,0.05
"Emil Bemstrom","23-24","CBJ","R",32,353.67,25,14.54,28.94,-0.72,-0.07,0.12,0.12,0.01,0.73,-0.023,0.048,0.16,-0.04,0.17,-0.05
"Emil Bemstrom","23-24","PIT","C",24,193.32,25,13.31,26.94,0.09,0,0.12,0.09,0.05,-0.04,-0.011,-0.011,0.07,0.04,0.05,0.04
"Emil Martinsen Lilleberg","23-24","T.B","D",37,552.67,29,13.24,26.57,0.4,-0.015,0.18,0.2,-0.26,-0.66,-0.042,-0.027,0.15,0.03,0.14,0.06
"Eric Robinson","23-24","BUF","L",40,424.63,27,14.04,28.2,0.36,-0.045,0.09,0.11,-0.48,-0.84,-0.054,-0.009,0.06,0.04,0.07,0.04
"Eric Robinson","23-24","CBJ","L",7,81.8,21,14.23,28.38,-0.29,-0.041,0.12,0.13,0.52,0.82,-0.007,0.034,0.14,-0.02,0.14,-0.01
"Erik Brannstrom","23-24","OTT","D",76,1090.82,29,13.44,27.3,-0.41,-0.038,0.14,0.1,0.16,0.57,-0.018,0.02,0.16,-0.02,0.13,-0.03
"Erik Cernak","23-24","T.B","D",69,1100.78,28,13.93,27.97,1.07,0.01,0.18,0.23,0.61,-0.46,-0.005,-0.015,0.18,-0.01,0.21,0.02
"Erik Gudbranson","23-24","CBJ","D",78,1278.58,36,13.48,26.77,-0.08,-0.049,0.12,0.11,0.7,0.78,0.002,0.051,0.2,-0.08,0.18,-0.07
"Erik Gustafsson (D)","23-24","NYR","D",76,1192.48,30,13.6,27.21,0,-0.002,0.18,0.17,0.41,0.41,0.015,0.017,0.21,-0.03,0.19,-0.03
"Erik Haula","23-24","N.J","L",76,1006.03,31,14.6,29.62,0.52,0.022,0.12,0.17,0.29,-0.23,0.041,0.019,0.17,-0.04,0.19,-0.02
"Erik Johnson","23-24","BUF","D",50,531.85,29,13.2,26.46,0.5,-0.031,0.15,0.11,0.01,-0.49,-0.019,0.011,0.16,-0.01,0.13,-0.01
"Erik Johnson","23-24","PHI","D",17,267.22,23,13.2,26.76,1.5,0.039,0.23,0.17,1.03,-0.47,-0.002,-0.041,0.17,0.06,0.09,0.08
"Erik Karlsson","23-24","PIT","D",82,1638.3,33,14.23,28.79,0.98,0.055,0.27,0.21,1.1,0.12,0.063,0.008,0.28,0,0.22,0
"Esa Lindell","23-24","DAL","D",82,1346.92,24,13.42,26.73,1.29,0.06,0.39,0.31,0.67,-0.62,0.003,-0.056,0.29,0.1,0.22,0.09
"Ethan Bear","23-24","WSH","D",24,345.17,25,13.59,26.91,-0.31,-0.007,0.12,0.12,-0.2,0.1,0.001,0.009,0.12,0,0.13,-0.01
"Evan Bouchard","23-24","EDM","D",81,1514.22,25,14.99,29.93,4.26,0.241,0.51,0.51,2.68,-1.58,0.236,-0.005,0.47,0.03,0.48,0.03
"Evan Rodrigues","23-24","FLA","C",80,1034.68,27,14.43,30.04,3.69,0.133,0.3,0.36,1.95,-1.75,0.053,-0.08,0.19,0.11,0.22,0.14
"Evander Kane","23-24","EDM","L",77,1134.73,25,14.87,29.72,2.62,0.161,0.27,0.35,1.3,-1.32,0.139,-0.021,0.24,0.04,0.3,0.05
"Evgeni Malkin","23-24","PIT","C",82,1192.5,32,15.06,30.47,1,0.037,0.2,0.16,1.15,0.15,0.05,0.013,0.19,0.01,0.16,0
"Evgeny Dadonov","23-24","DAL","R",51,617.47,20,14.51,28.87,2.19,0.139,0.35,0.36,1.65,-0.55,0.075,-0.064,0.23,0.12,0.27,0.09
"Evgeny Kuznetsov","23-24","CAR","C",20,260.38,25,14.96,30.16,4.8,0.122,0.2,0.3,3.07,-1.73,0.112,-0.01,0.19,0.01,0.25,0.05
"Evgeny Kuznetsov","23-24","WSH","C",43,587.37,28,14.96,29.64,-0.9,-0.028,0.04,0.05,-0.52,0.38,-0.006,0.022,0.05,-0.01,0.07,-0.02
"Fabian Zetterlund","23-24","S.J","L",82,1233,34,15.16,30.14,-2.4,-0.101,0.03,0.01,-0.74,1.66,-0.034,0.067,0.1,-0.07,0.09,-0.08
"Filip Chytil","23-24","NYR","C",10,142.18,19,15.93,31.9,2.47,0.038,0.23,0.44,1.95,-0.51,0.063,0.025,0.27,-0.04,0.45,-0.01
"Filip Forsberg","23-24","NSH","L",82,1191.75,28,14.88,30.49,0.9,0.065,0.21,0.19,1.2,0.3,0.076,0.012,0.22,0,0.2,-0.01
"Filip Hronek","23-24","VAN","D",81,1544.23,28,13.99,28.57,3.81,0.115,0.41,0.5,1.32,-2.5,0.06,-0.056,0.35,0.06,0.4,0.1
"Filip Roos","23-24","CHI","D",4,54.17,20,13.19,26.48,-3.74,-0.159,-0.17,-0.2,-1.28,2.45,-0.083,0.076,-0.06,-0.11,-0.06,-0.14
"Filip Zadina","23-24","S.J","R",72,853.48,33,14.6,29.04,-2.1,-0.123,-0.05,-0.09,-0.75,1.34,-0.056,0.067,0,-0.05,-0.01,-0.08
"Frank Vatrano","23-24","ANA","R",82,1097.02,32,14.59,30.18,-1.39,-0.041,0.1,0.09,-1.22,0.17,-0.027,0.014,0.11,-0.02,0.09,-0.01
"Frederick Gaudreau","23-24","MIN","C",67,721.18,31,13.83,28.25,-0.01,0.004,0.17,0.16,-0.46,-0.45,-0.068,-0.073,0.05,0.11,0.05,0.11
"Fredrik Olofsson","23-24","COL","L",57,477.47,30,12.64,25.8,1.05,0.007,0.21,0.21,0.37,-0.69,-0.025,-0.032,0.16,0.05,0.13,0.08
"Gabriel Vilardi","23-24","WPG","C",47,624.77,26,15.71,31.62,0.91,0.004,0.24,0.25,0.72,-0.19,0.049,0.045,0.26,-0.02,0.28,-0.03
"Garnet Hathaway","23-24","PHI","R",82,876.55,29,13.95,28.3,-0.2,0.04,0.07,0.09,0.24,0.44,0.006,-0.034,0.03,0.04,0.05,0.05
"Givani Smith","23-24","S.J","R",36,280.82,32,14,27.85,-1.37,-0.095,-0.01,-0.03,-0.6,0.77,-0.046,0.049,0.01,-0.01,0,-0.03
"Grigori Denisenko","23-24","VGK","L",6,61.22,25,14.16,28.24,-0.74,0.029,0.16,0.12,0.02,0.76,-0.022,-0.052,0.08,0.09,0.04,0.08
"Gustav Forsling","23-24","FLA","D",79,1403.38,26,13.33,27.71,3.56,0.12,0.27,0.3,2.16,-1.4,0.073,-0.047,0.21,0.06,0.23,0.08
"Gustav Lindstrom","23-24","ANA","D",32,478.37,31,13.06,26.9,-1.04,-0.041,0.08,0.06,-0.94,0.1,-0.049,-0.008,0.04,0.05,0.03,0.03
"Gustav Lindstrom","23-24","MTL","D",14,207.98,22,13.96,28.11,-1.15,-0.044,0.06,0.07,-0.13,1.02,0.018,0.063,0.16,-0.1,0.16,-0.1
"Gustav Nyquist","23-24","NSH","C",81,1089.77,28,15.12,30.96,2.6,0.128,0.35,0.38,1.72,-0.88,0.099,-0.03,0.3,0.05,0.29,0.09
"Hampus Lindholm","23-24","BOS","D",73,1364.13,30,13.67,27.48,-0.18,0.033,0.28,0.25,-0.23,-0.05,0.031,-0.002,0.27,0.01,0.25,0
"Hardy Haman Aktell","23-24","WSH","D",6,63.35,22,13.6,26.98,-0.96,-0.011,0.09,0.09,-0.49,0.47,0,0.011,0.11,-0.02,0.12,-0.03
"Haydn Fleury","23-24","T.B","D",24,360.58,26,13.67,27.48,0.67,-0.007,0.15,0.2,-0.1,-0.77,-0.038,-0.03,0.16,-0.01,0.16,0.04
"Hendrix Lapierre","23-24","WSH","C",51,524.22,29,14.53,28.77,-0.79,0.005,0.18,0.12,-0.65,0.14,-0.009,-0.014,0.1,0.08,0.08,0.04
"Henri Jokiharju","23-24","BUF","D",74,1299.1,29,14.22,28.53,1.5,-0.013,0.2,0.2,0.97,-0.53,-0.001,0.013,0.21,-0.02,0.22,-0.01
"Henry Thrun","23-24","S.J","D",51,881.12,33,13.67,27.18,-2.16,-0.144,-0.07,-0.09,-0.6,1.56,-0.047,0.097,0.07,-0.13,0.05,-0.14
"Hudson Fasching","23-24","NYI","R",45,528.55,23,14.71,28.85,-1.33,0.02,0.18,0.17,-0.29,1.04,0.007,-0.014,0.14,0.05,0.15,0.03
"Ian Cole","23-24","VAN","D",78,1215.57,28,12.99,26.5,1.17,0.049,0.27,0.31,0.02,-1.15,0.002,-0.047,0.2,0.07,0.24,0.07
"Ian Mitchell","23-24","BOS","D",13,187.63,23,13.3,26.8,0.22,0.038,0.24,0.23,0.15,-0.07,0.023,-0.015,0.18,0.06,0.19,0.04
"Ilya Lyubushkin","23-24","ANA","D",55,769.87,26,13.32,27.63,-0.79,-0.016,0.06,0.12,-0.35,0.44,0.006,0.022,0.1,-0.04,0.16,-0.04
"Ilya Lyubushkin","23-24","TOR","D",19,281.83,24,14.05,27.85,1.16,0.053,0.33,0.29,1.12,-0.04,0.061,0.008,0.34,-0.01,0.29,0
"Ilya Mikheyev","23-24","VAN","R",78,961.88,28,14.56,29.71,1.63,0.054,0.35,0.3,0.26,-1.36,0.02,-0.034,0.28,0.07,0.23,0.07
"Ilya Solovyov","23-24","CGY","D",10,145.18,29,13.05,26.29,0.33,-0.005,0.12,0.09,0.61,0.28,-0.004,0.001,0.15,-0.02,0.11,-0.02
"Isaak Phillips","23-24","CHI","D",33,510.67,31,13.27,26.69,-2.24,-0.13,-0.07,-0.06,-1.2,1.04,-0.067,0.063,0.01,-0.08,0.01,-0.07
"Isac Lundestrom","23-24","ANA","C",46,535.78,30,13.61,28.06,-0.2,-0.021,0.08,0.09,-0.82,-0.62,-0.049,-0.028,0.02,0.06,0.03,0.06
"Isak Rosen","23-24","BUF","R",7,59.1,21,13.53,27.13,-1.35,-0.099,0.01,-0.07,-1.53,-0.19,-0.075,0.024,0.08,-0.06,-0.03,-0.04
"Ivan Barbashev","23-24","VGK","C",82,1144.88,33,15.11,30.22,0.91,0.076,0.35,0.37,0.66,-0.25,0.033,-0.043,0.28,0.07,0.27,0.1
"Ivan Miroshnichenko","23-24","WSH","L",21,241.32,25,14.92,29.53,-0.37,0.036,0.17,0.19,-0.18,0.19,0.02,-0.016,0.09,0.08,0.15,0.04
"Ivan Provorov","23-24","CBJ","D",82,1428.35,35,13.56,26.96,-0.02,-0.032,0.11,0.14,0.44,0.46,0.004,0.036,0.18,-0.07,0.2,-0.05
"J.T. Compher","23-24","DET","L",77,1069.52,23,14.76,29.79,-0.95,-0.044,0.21,0.23,-0.32,0.63,-0.031,0.013,0.22,-0.01,0.23,0
"J.T. Miller","23-24","VAN","C",81,1112.67,28,15.02,30.68,1.35,0.047,0.28,0.27,0.54,-0.82,0.028,-0.02,0.25,0.03,0.24,0.03
"Jaccob Slavin","23-24","CAR","D",81,1427.4,24,13.58,27.33,4.99,0.128,0.3,0.3,3.13,-1.85,0.07,-0.058,0.24,0.06,0.21,0.09
"Jack Drury","23-24","CAR","C",74,795.52,27,14.03,28.26,3.94,0.094,0.19,0.22,2.29,-1.64,0.079,-0.014,0.18,0,0.19,0.03
